Gene.name	Row.names	logFC	logCPM	F	PValue	FDR	11VG	37VG	38VG	50VG	54VG	55VG	12MII	16MII	53MII	7MII	13MII	17MII	85MII
IZUMO4	ENSG00000099840	0.408666019	0.363723773	0.086693656	0.771166681	0.905242227	0.647071229	-0.946127989	0.424428733	-1.533705156	0.148178442	1.602736838	-3.689597023	-0.470414042	-3.689597023	-3.689597023	-2.854074504	-0.092927096	3.322614679
MYH8	ENSG00000133020	0.466426852	-0.557511992	0.086494473	0.771421892	0.90524811	-2.700536682	-3.689597023	-0.221370896	0.266185417	-0.35591695	-3.689597023	-2.076566284	-0.142687749	-3.689597023	-3.689597023	-3.689597023	1.814740627	-3.689597023
EMP2	ENSG00000213853	-0.27039323	3.070464063	0.086438088	0.771494196	0.90524811	2.468654383	2.800168647	4.548694716	3.731647488	3.158037776	2.886453521	4.000275087	1.800266777	3.623627796	3.161337365	3.591611015	3.399891459	-3.689597023
MAGI1	ENSG00000151276	0.220484004	4.394735763	0.086419792	0.771517664	0.90524811	4.308116079	4.298731677	3.976019483	3.899018739	3.677782262	4.33181963	5.510588126	4.66080587	4.936982301	4.061836624	3.819942444	2.922951817	-3.689597023
FBXL2	ENSG00000153558	0.212052848	5.245411112	0.086403383	0.771538713	0.90524811	5.225123174	5.377831845	5.083092423	5.04207927	5.27294265	4.453200637	4.47627646	5.585816209	4.955604581	5.499329531	6.106536163	5.98671245	-3.689597023
HIF1A	ENSG00000100644	0.174713881	7.23196335	0.08634308	0.771616086	0.90524811	6.944431649	6.593859008	8.282232142	6.954836757	7.484108473	6.638624879	8.52690789	6.68097036	8.942011847	2.498852264	6.258631588	6.572273027	6.473151647
ARMC5	ENSG00000140691	-0.436857934	-0.867031505	0.086938952	0.771647472	0.90524811	-0.901046904	-1.215179301	1.665203899	-2.663199083	-0.222990752	-3.689597023	1.377835882	-3.689597023	-3.689597023	-3.689597023	-0.106674332	-0.356173518	-3.689597023
KLF6	ENSG00000067082	0.353577428	5.934798967	0.086308192	0.771660863	0.90524811	3.108814869	-0.298015613	8.305606889	4.479749619	5.318186868	4.611987097	6.282110999	1.133785845	4.186420049	1.14148731	4.665107896	3.452362242	8.900317932
SHMT1	ENSG00000176974	-0.359747446	1.475480592	0.086263579	0.771718137	0.90524811	2.458672413	0.882513326	2.524683082	1.16824311	2.33767289	-2.646411346	-1.334051981	1.595820981	1.988669769	-3.689597023	2.095187604	2.814881878	-3.689597023
RPL24P8	ENSG00000236801	0.25725067	0.540733077	0.086168134	0.771802533	0.90524811	0.044965971	-0.406405217	1.677390891	-1.231904837	-0.502345184	1.299651924	1.942407367	0.349337181	0.187439986	-2.963713559	1.583029232	-0.508317973	0.811362069
TRAF6	ENSG00000175104	-0.108707113	6.367038064	0.086142906	0.771839821	0.90524811	6.310829163	6.262185949	4.689228504	7.029804443	6.499037709	6.195517365	5.911816737	6.150508611	5.390673933	5.705342994	6.183380777	6.592286398	6.917863508
CHM	ENSG00000188419	-0.306155928	1.571327807	0.086157737	0.771854079	0.90524811	2.003107068	0.575668655	3.222316546	0.965473338	1.763728221	0.520071281	3.093384152	0.241155453	2.60672286	-3.689597023	1.553449433	0.644462438	-3.689597023
PRKCSH	ENSG00000130175	0.253937276	2.593556627	0.086144211	0.771871459	0.90524811	2.555513997	2.961510304	2.80016428	3.029921929	2.104578299	-1.45304137	2.338062583	2.642455525	1.275645017	-2.963713559	2.705420232	2.345342269	4.391850634
RBBP4	ENSG00000162521	0.192837477	8.328515837	0.086135814	0.771882249	0.90524811	9.466173426	8.458580931	6.649321579	7.865207133	7.463708273	7.140304764	8.473244528	10.23329389	7.214924936	5.060677606	7.919631308	7.950699886	5.650398847
CD27-AS1	ENSG00000215039	0.472312927	-0.605980504	0.086017106	0.772034846	0.905362963	-3.689597023	-3.689597023	1.382157362	-0.584561118	-0.222990752	-3.689597023	1.868676893	-3.689597023	0.777012244	-3.689597023	-0.106674332	-1.680011165	-3.689597023
RPSAP36	ENSG00000243175	-0.374742565	0.372603888	0.085867886	0.77222683	0.905523984	-1.536725306	-0.246729091	0.303834235	-0.182522742	0.972963203	2.239570968	-3.689597023	-0.297264943	2.368098265	-3.689597023	0.228890185	0.782023762	-3.689597023
PRNP	ENSG00000171867	-0.418022808	2.1528138	0.085682728	0.772465302	0.905665416	1.681284324	-2.356663923	4.839141658	-0.320494988	0.57069835	1.392933843	1.341958785	-1.166021684	4.248148636	-3.689597023	3.32022071	-2.09611062	-3.689597023
CRTAP	ENSG00000170275	-0.295391216	3.58446219	0.085651436	0.772505632	0.905665416	4.313664586	3.735858953	3.541846514	3.669221138	3.792150975	2.670576602	4.269802808	4.949985956	2.746364404	-3.689597023	3.220229979	2.952398242	-3.689597023
SLC16A8	ENSG00000100156	0.361782246	-1.396745294	0.085625638	0.772538887	0.905665416	-1.248110105	-0.946127989	-1.420978277	-2.241636886	-2.489595748	-1.033360252	-0.846253654	-2.560305211	0.619840681	-3.689597023	-3.689597023	-0.678419696	-3.689597023
PLIN3	ENSG00000105355	0.243973189	5.211367834	0.085565775	0.772616076	0.905665416	5.051703371	4.893276137	5.948224489	4.62621774	4.999002115	3.503444485	4.037201666	4.458260014	4.920224923	-3.689597023	4.9638416	5.950687834	6.703837642
ESR2	ENSG00000140009	-0.21670853	5.641699176	0.085521332	0.7726734	0.905665416	6.113423211	6.088981453	4.618303499	6.1764486	6.027033897	3.734858797	6.217992183	6.284295867	4.611276064	-3.689597023	6.040105284	5.297559339	5.002257702
	ENSG00000217060	-0.344106858	-0.594713786	0.085519672	0.772675542	0.905665416	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
LIPM	ENSG00000173239	0.351727676	2.484857537	0.085465139	0.772745903	0.905683791	2.646261939	3.155086594	1.628012788	3.261147122	1.999661621	0.749033555	3.450033785	1.249997864	-3.689597023	3.933728056	3.346329661	3.442019645	-3.689597023
NUDT17	ENSG00000186364	-0.420688106	-0.736004278	0.085291368	0.772970277	0.905852301	-1.385212424	-0.719453089	1.048569255	-0.369582419	-0.915960503	-3.689597023	-3.689597023	-3.689597023	1.604131029	-3.689597023	-1.640658863	-1.680011165	-3.689597023
CCDC141	ENSG00000163492	0.148366591	4.358443002	0.085239702	0.772999068	0.905852301	3.693712094	4.394719644	4.052868619	3.265172579	4.021600831	5.09402482	3.76653492	4.819699301	5.179830606	1.298356694	4.185580756	4.230007652	4.667274742
MIRLET7IHG	ENSG00000257354	0.331735703	-0.101744864	0.085178851	0.773115691	0.905924868	-1.385212424	0.258243017	-0.414787906	-0.769830377	-2.489595748	0.032747769	-3.689597023	-0.667215003	0.918730786	-3.689597023	-1.943925242	0.644462438	0.498300154
MYT1	ENSG00000196132	-0.356186646	0.2647045	0.085023683	0.773316399	0.906095946	0.334174836	-0.058076695	-1.645440072	-0.097366071	-3.284312917	1.917283105	-0.192024425	1.249997864	-3.689597023	-3.689597023	0.500944454	0.96651769	-3.689597023
SPIN1	ENSG00000106723	0.120927938	8.237811442	0.084843703	0.77354945	0.90630253	8.479349744	8.201031653	6.754443619	8.44475078	8.211066435	7.194754332	7.917105912	9.53667142	7.930650681	7.894031319	7.763285392	7.222520287	7.068221144
THAP6	ENSG00000174796	0.217181465	4.90724393	0.08480303	0.773602154	0.90630253	4.146516455	5.145641603	4.045835421	4.879597401	4.493513627	4.942192537	4.059464699	5.626700684	3.861644723	4.794366124	5.273760212	5.89490596	-3.689597023
CNTN4	ENSG00000144619	0.127928323	6.016826961	0.084703454	0.773731242	0.906350602	4.378633702	6.749171638	5.682532263	5.690571382	5.770888499	6.172680213	5.714622648	4.142122206	5.901401158	6.688053193	6.074354074	6.495586513	6.040076844
	ENSG00000268744	0.336451195	-0.182359019	0.084686957	0.773752636	0.906350602	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
MLLT3	ENSG00000171843	-0.2090457	4.685050865	0.08463177	0.773824222	0.906370351	4.343805703	4.388650522	4.520221111	4.562222062	4.823122491	5.112999176	3.926490798	5.532308312	4.099778776	4.261834878	5.11069894	4.311804663	-3.689597023
CCNJ	ENSG00000107443	0.146506899	7.855453688	0.084537174	0.773946987	0.906412237	8.060967173	7.954743753	6.183769314	8.326209844	7.427509412	7.096775913	7.451500643	9.290480635	6.488584466	6.717532365	7.84300228	8.25611966	5.366619575
ZNF43	ENSG00000198521	0.22665879	4.685368651	0.08451988	0.773969439	0.906412237	4.213343645	4.821502445	4.222564768	3.660078421	5.034845002	4.092088233	4.515053874	5.285729763	5.768453338	1.492750021	4.292401372	5.162346054	-3.689597023
FER1L6	ENSG00000214814	-0.284950218	3.636282408	0.084409148	0.774113256	0.906516563	4.603659116	3.813419689	2.714052433	3.081054844	3.17017551	3.372142884	4.986647315	4.257690764	2.520406853	-3.689597023	2.974550341	2.367371539	-3.689597023
SLC25A31	ENSG00000151475	0.404537723	0.475209433	0.084311308	0.774240414	0.906601368	-0.250117809	-0.102977845	-1.911376597	0.418531845	-3.689597023	1.836561247	2.023918534	-1.499759814	1.401718709	-3.689597023	0.83183637	0.714882042	-3.689597023
JAK1	ENSG00000162434	-0.128836093	5.713897474	0.084191312	0.77439569	0.906713968	5.416473946	5.518800489	4.938688124	6.168410962	5.784111691	5.762808701	6.295655162	5.998888041	5.463324121	5.823670767	5.135865437	5.27151152	1.889896708
AREL1	ENSG00000119682	-0.285863605	4.865649954	0.084153201	0.774446069	0.906713968	6.285641206	5.008573841	4.389279515	5.109678955	3.755026415	3.599529763	3.609421075	6.258512576	5.392193755	-3.689597023	3.838456614	3.723974242	4.637821509
ZMPSTE24	ENSG00000084073	0.135690375	5.791586199	0.084058799	0.774568961	0.906793746	5.056675154	5.034719026	5.227876998	5.881635393	5.942282618	6.325432424	5.274058961	5.306009658	6.91903497	2.537146237	5.730546004	6.056170404	6.024229229
HHLA2	ENSG00000114455	0.168007553	7.661753459	0.084014645	0.774626465	0.906796968	7.176053177	8.213960874	6.98947245	7.473184573	6.884495467	6.551529728	6.79251974	9.413573775	6.892970298	5.335157423	7.338155998	6.827980259	4.849614831
SPATA1	ENSG00000122432	-0.387676934	-1.486659506	0.083909374	0.774763634	0.906893441	-0.901046904	-0.791125826	-0.050845788	-2.43707465	-1.399114753	-3.689597023	-1.894359848	-1.93469812	0.619840681	-3.689597023	-3.689597023	-2.09611062	-3.689597023
RAD54L	ENSG00000085999	0.282624856	3.474075227	0.083829924	0.774867219	0.906897456	3.453501212	3.970658968	2.490555964	3.914479283	3.337374782	1.501645793	2.541561904	4.250732709	1.922896561	-3.689597023	4.260719838	5.230034134	-3.161843097
WFDC9	ENSG00000180205	-0.366361251	-0.835948334	0.083822747	0.774876579	0.906897456	-2.700536682	-1.215179301	-2.237668846	-0.705393936	0.04649779	0.247788526	-0.359135281	-2.560305211	-3.689597023	-3.689597023	0.675856231	-0.678419696	-3.689597023
SH2D4B	ENSG00000178217	-0.369381149	5.660858545	0.083623527	0.775136567	0.907100297	6.298290153	3.31297317	2.306646759	6.726090227	5.960451469	4.506355804	-2.822827414	6.978140576	3.549287427	-0.345509393	-1.943925242	6.88635789	-3.689597023
RCBTB1	ENSG00000136144	0.261639979	4.428320369	0.083606019	0.775159432	0.907100297	4.016464913	4.48661309	4.064514954	3.076480565	4.42256738	3.227683891	5.39169213	5.251283284	3.866026452	-0.775198717	4.106312189	4.300399502	-3.689597023
CALD1	ENSG00000122786	-0.341882333	3.289075692	0.083320054	0.775533254	0.907468269	2.043737347	-0.791125826	5.936864033	2.545239033	2.779221104	3.394873215	2.662850064	-3.689597023	4.525240319	-3.689597023	2.564246885	1.229636862	5.470516559
DSG2	ENSG00000046604	-0.283539656	2.786632974	0.083250274	0.775624579	0.907468269	2.706551404	0.222293364	4.934886155	2.376880026	3.417625987	0.977033563	3.714872783	1.304772106	3.459354231	4.444186469	0.927178055	1.814740627	-3.689597023
SLC26A2	ENSG00000155850	-0.241135331	3.624784223	0.083239826	0.775638257	0.907468269	3.641722247	2.488315342	5.634114635	2.308309966	3.217730336	2.564295667	2.814541624	4.024664618	4.268151534	-3.689597023	4.033189116	3.923017341	3.667787904
	ENSG00000241525	0.365627259	-0.107312019	0.082998036	0.775955043	0.907664652	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
RBM41	ENSG00000089682	-0.202207046	4.680340924	0.082975815	0.775984181	0.907664652	4.137159021	3.739042776	5.145833995	3.785891268	5.043668292	4.212136134	4.003149392	4.193826095	5.842585412	2.213734918	4.391855064	4.002588114	-2.221414225
BASP1	ENSG00000176788	-0.305871043	1.083080819	0.082950713	0.776017103	0.907664652	-0.387420437	-0.585979255	1.827109914	0.502770985	1.301957479	1.602736838	-1.022104934	2.508863998	-0.349244076	-2.963713559	1.748801459	-0.218554345	-3.689597023
	ENSG00000213519	0.329925953	2.123258136	0.082944443	0.776025327	0.907664652	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
PPP1R26-AS1	ENSG00000225361	-0.488899817	-0.779598838	0.082652502	0.776408622	0.908048839	-1.706037778	-3.689597023	1.589837503	-1.231904837	0.212190543	-3.689597023	-3.689597023	1.071969813	-3.689597023	-3.689597023	-3.689597023	0.96651769	-3.689597023
TTN-AS1	ENSG00000237298	0.222250899	2.865574928	0.082509245	0.776573443	0.908177472	2.448620898	2.457721572	2.833219604	2.53193566	3.017314039	2.910315327	3.483351123	2.045128494	2.802306899	3.119884729	3.31141166	3.662941559	-3.689597023
TECR	ENSG00000099797	0.23984726	4.439181869	0.08237604	0.776772275	0.90834586	4.430625465	3.846268467	4.150082343	4.660241746	4.390072224	4.006121047	3.376571594	3.896789788	2.097016297	-3.689597023	5.187327922	6.11919533	4.599629563
	ENSG00000235743	0.265220025	1.048975678	0.082088357	0.77711418	0.908582356	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
SLC24A1	ENSG00000074621	0.388426853	0.455431589	0.082096898	0.777140125	0.908582356	0.611474288	0.293318598	0.453065583	-1.425936194	1.009450697	-3.689597023	-3.689597023	0.449969611	2.838431985	-3.689597023	-0.015187381	-2.683199379	-3.689597023
ATP5MK	ENSG00000173915	-0.16951933	4.032905648	0.08204321	0.777175863	0.908582356	3.305419243	3.282747982	4.913150334	3.232649975	3.722426852	5.492083274	4.368952005	1.910331686	3.602775679	4.560301906	4.74251439	4.156004283	4.08645021
SEC23B	ENSG00000101310	0.117964363	8.086452389	0.082056094	0.777193952	0.908582356	8.442946619	7.909716357	6.653568913	8.361537402	7.884175728	7.719386033	6.985454059	8.437103484	7.135484459	7.339413063	8.640893943	9.13092565	6.898538275
	ENSG00000232310	-0.239792436	6.492987103	0.082004471	0.777262074	0.908597859	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
PKD1	ENSG00000008710	-0.405495465	-0.76912555	0.081655625	0.777723016	0.909036058	0.289822591	0.361010648	0.825803432	-1.425936194	-3.689597023	-2.646411346	1.576164905	-0.895167291	-3.689597023	-3.689597023	-0.826446344	-3.689597023	-3.689597023
MPIG6B	ENSG00000204420	-0.45215579	0.406201047	0.081612205	0.777780463	0.909036058	1.843499716	-0.585979255	-3.689597023	0.502770985	1.720362722	-3.075700916	-0.931501619	1.457623645	1.724840268	-3.689597023	-3.689597023	0.229212984	-3.689597023
	ENSG00000232514	0.354954462	-0.579738211	0.081596238	0.777801593	0.909036058	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
FSD1L	ENSG00000106701	-0.261859343	3.845147996	0.081409951	0.778048276	0.9092602	3.596918721	3.605868491	2.963336194	3.859626602	3.992275976	3.980051041	2.903378854	4.048933634	4.264836918	-3.689597023	3.921846891	4.149662511	-3.689597023
P4HTM	ENSG00000178467	0.470218322	0.170926152	0.081260629	0.778246231	0.909427367	-0.124754362	-3.689597023	2.345352005	-1.143871561	-0.025502367	-3.689597023	2.670102411	-3.689597023	2.126534554	-3.689597023	-0.015187381	-3.689597023	-3.689597023
ATR	ENSG00000175054	-0.204012197	5.395402077	0.081078052	0.778488539	0.909511731	5.350527613	5.129961725	4.789478103	5.744190415	5.587708742	4.877087307	5.639025815	6.402019835	4.804001807	-3.689597023	4.166168181	4.356544506	5.203302401
LINC02718	ENSG00000255418	0.304516809	2.108357085	0.081066626	0.778503714	0.909511731	-0.06593435	0.068805399	0.137366444	1.69535069	2.33767289	3.62858947	0.049562654	2.281962473	-1.743740005	3.240831992	1.988706123	3.854482771	-3.689597023
HTRA2	ENSG00000115317	-0.33119216	2.410181479	0.081064445	0.778506609	0.909511731	3.333001839	3.025490579	2.968304489	2.518508471	2.248901474	1.542936053	3.261252647	2.508863998	-3.689597023	-3.689597023	3.380422464	3.431602366	-3.689597023
IGFBP2	ENSG00000115457	0.207592483	3.835794842	0.081040745	0.778538088	0.909511731	4.050093285	2.750551032	4.364996826	3.328097656	3.553560333	2.34838166	4.025939977	4.142122206	4.323365169	3.077205719	4.69927434	2.765967407	-3.161843097
	ENSG00000261145	0.284678213	-0.581802895	0.080923185	0.778657377	0.909552204	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
NCAM1	ENSG00000149294	0.340040215	1.941565681	0.080890803	0.778737355	0.909552204	1.438810462	2.129272058	2.469685352	1.544531391	0.212190543	0.478111728	4.421464911	0.124199217	-3.689597023	-1.835340981	0.619875889	1.023120781	-3.689597023
LMO4	ENSG00000143013	-0.134030291	6.254249033	0.080882207	0.778748785	0.909552204	5.636095408	5.643819313	5.657373401	5.935672988	6.303989618	6.830087599	6.214276175	6.27917594	5.258596835	3.006179174	6.323594791	6.652956481	5.668960772
	ENSG00000232682	-0.331134372	-0.321863809	0.080845757	0.77879726	0.909552204	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
NOMO2	ENSG00000185164	-0.291292069	0.828898762	0.080796842	0.778847323	0.909552204	1.096585167	1.264742481	0.424428733	1.361117855	0.469562567	-0.916813549	-0.192024425	2.012591552	1.301756559	-3.689597023	0.228890185	0.32237538	-2.77628371
MTHFD1L	ENSG00000120254	-0.299549276	2.553601098	0.080699337	0.778992099	0.909657134	2.407699539	2.241285856	4.804835267	1.742312541	1.67565321	1.522438635	4.972051344	1.979303843	2.020465025	-3.689597023	1.897473705	0.644462438	-2.221414225
YTHDF3-DT	ENSG00000270673	0.323517001	-0.276096209	0.080536368	0.779209185	0.909846484	0.14794653	-0.149321472	-0.467484126	-1.650179063	0.180539489	-3.689597023	-3.689597023	-1.499759814	-0.944288374	1.518499664	0.437587861	-0.218554345	-3.689597023
DIO2	ENSG00000211448	0.392139602	0.433939904	0.08039298	0.779400386	0.910005583	0.097374908	-0.01453093	-3.689597023	-0.273022935	1.195136287	1.323543918	3.261252647	-0.470414042	-2.250452946	-3.689597023	-0.422130798	-2.09611062	-3.689597023
SGK3	ENSG00000104205	-0.259105381	0.676553301	0.080211169	0.779606334	0.910149299	0.611474288	-0.651173147	1.289921947	-0.22706332	0.57069835	1.147342087	0.093379065	1.595820981	-3.038342632	-1.210006366	0.301862376	1.608246285	-2.77628371
E2F4	ENSG00000205250	-0.241802406	3.93267254	0.080166388	0.779702912	0.910149299	4.768282325	4.560458994	4.440232532	3.525596314	2.957875847	1.836561247	3.690115713	5.116163013	1.472392285	0.314005401	4.749053163	3.974158471	-3.161843097
	ENSG00000224334	-0.221881561	-0.628464758	0.080031829	0.779846072	0.910149299	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CELSR1	ENSG00000075275	-0.250361514	4.488238936	0.080047123	0.77986233	0.910149299	5.236852101	5.202103639	2.622472627	4.842360827	3.275050891	3.492947737	4.078666958	5.747781116	-0.123984035	3.948010903	4.864963234	3.561490579	-3.689597023
TULP4	ENSG00000130338	0.136350417	4.61719291	0.080004846	0.779882167	0.910149299	3.517406293	3.523331045	5.013898125	3.856961818	4.671985074	4.228046545	5.371814331	4.752325835	2.69802928	2.498852264	4.260719838	4.838835128	4.157356625
GDPGP1	ENSG00000183208	-0.29573117	1.921768626	0.080015468	0.779904663	0.910149299	0.81296392	0.762485589	2.258786663	0.985130722	1.629513705	3.817101832	0.769910982	2.745047218	2.051574637	-3.689597023	1.612014716	3.104414176	0.919755866
LINC02702	ENSG00000237937	-0.320228372	-0.110716016	0.080012858	0.779908154	0.910149299	1.592780987	-1.119810615	-1.911376597	-0.273022935	-0.66533177	-0.808982274	0.503786555	0.544037993	-2.591267558	-3.689597023	0.880294661	-1.09398749	-3.689597023
PRMT3	ENSG00000185238	-0.343939598	0.730797772	0.079933072	0.780014898	0.910156927	-0.250117809	-0.197203344	2.696195641	0.359509415	-1.843686527	1.299651924	1.267411702	0.124199217	1.724840268	-3.689597023	0.500944454	1.570763001	-3.689597023
SLC25A13	ENSG00000004864	-0.119259595	5.445946757	0.079896551	0.780027102	0.910156927	5.261463898	5.161152895	5.435862665	5.738410648	5.567967154	5.312720214	4.996777337	6.029701014	5.307742338	3.565033366	5.077312116	6.339966038	3.787067073
ATRN	ENSG00000088812	0.2675119	4.837175761	0.079884766	0.780079554	0.910156927	4.858353917	4.090165742	4.361224484	5.475505551	4.10616009	1.978758609	3.261252647	6.075705258	4.15811385	5.529719032	4.735945846	4.143292738	-1.508983323
HEY2	ENSG00000135547	0.188364764	2.980505794	0.079781013	0.780181846	0.910212154	2.739904085	3.192728377	2.805726364	3.304821191	2.934346712	1.006851357	2.012552267	2.599285045	4.015510474	-0.906094646	3.927622885	3.064518209	2.551564706
KNTC1	ENSG00000184445	-0.122840376	5.323907327	0.079696661	0.7802949	0.910225375	4.016464913	4.170183378	5.036545355	4.630904897	6.360695253	5.403787214	4.427896639	5.208831585	4.846751271	5.345984058	4.116462238	5.92863322	4.680816477
TREHP1	ENSG00000255239	-0.378454108	-0.251551299	0.079616746	0.780438674	0.910225375	1.458979689	-0.149321472	-0.176813087	-0.42039905	-1.604343416	-3.689597023	-3.689597023	1.071969813	-1.21340585	-3.689597023	-1.943925242	1.180712647	-3.689597023
CLIC4	ENSG00000169504	0.098099341	7.593029157	0.079544477	0.780523157	0.910225375	8.194020879	7.516506484	6.34954241	7.591521784	7.717740439	6.301571945	7.567697466	7.91416141	8.264154156	7.52750637	6.472278348	7.577602964	6.580770916
ATL1	ENSG00000198513	0.346027942	-0.565489437	0.079459988	0.780649018	0.910225375	-1.536725306	-1.976466648	-1.528848208	-0.527739434	0.732234212	0.478111728	-3.689597023	-2.560305211	2.155460943	-1.210006366	-0.991040104	0.129616747	-3.689597023
	ENSG00000285664	-0.2995537	1.857344441	0.079445244	0.780668814	0.910225375	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
TRRAP	ENSG00000196367	-0.297039177	2.546071777	0.079412992	0.780712122	0.910225375	2.946870655	2.039157574	4.062193196	2.244496372	0.954367463	0.089586766	3.628161121	2.784124745	0.884584784	-3.689597023	3.388821251	1.492741902	-3.689597023
TMEM218	ENSG00000150433	0.216054169	4.369109465	0.079378643	0.780758259	0.910225375	4.425509798	4.261576788	4.525286873	3.597599879	4.548791034	4.493249488	5.355037688	3.654714986	3.798860743	3.462639512	5.365980137	5.495575498	-3.689597023
RTN3P1	ENSG00000251333	-0.232044628	2.382600097	0.079343273	0.780775503	0.910225375	3.056827417	2.353558673	1.689475795	2.477460413	2.506734214	2.080413797	1.817343003	2.621031755	1.449216985	-3.689597023	2.834002185	3.30034906	1.365375376
GCN1	ENSG00000089154	-0.302953859	5.528083068	0.079359421	0.78078408	0.910225375	6.551727278	6.319670729	5.473914812	5.793102583	3.337374782	2.324900812	6.023616675	7.331355716	2.617158105	2.197886062	4.932587057	2.551819223	-3.689597023
LAMC1	ENSG00000135862	0.14315373	5.87694658	0.079352213	0.780793765	0.910225375	6.099839395	5.69471969	5.540477863	5.361684514	4.87842019	2.661231807	4.930379088	6.256777195	5.637459868	6.283972029	5.234689961	4.037355008	4.663382213
HRNR	ENSG00000197915	-0.522151921	-0.426163014	0.079345011	0.780803442	0.910225375	-0.708796211	-3.689597023	1.602675166	-3.689597023	-3.689597023	-3.689597023	1.228642062	-2.560305211	-3.689597023	-3.689597023	-0.991040104	-3.689597023	-3.689597023
	ENSG00000255065	0.423352157	0.789605104	0.079287792	0.780880336	0.910225375	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000260404	-0.330704977	-0.867870513	0.079172083	0.781035925	0.910225375	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
TUBB	ENSG00000196230	-0.343126184	3.131542211	0.07915346	0.781060978	0.910225375	3.381359334	-3.22515272	5.813916075	1.57078844	2.990184976	1.064699458	4.957306192	2.045128494	3.991647477	-0.0148611	4.362305719	-2.09611062	-0.844897777
FER	ENSG00000151422	0.136827336	6.142797544	0.079084233	0.781154136	0.910225375	5.855474618	6.286870198	6.034248812	6.209726057	6.157742344	5.017361116	6.770336412	6.287699085	5.860263651	7.365363694	5.517286532	4.472872382	3.039963115
MESD	ENSG00000117899	0.182492077	4.749203915	0.079035562	0.781219658	0.910225375	3.483347982	3.435783503	4.4491449	4.383043622	5.190926409	5.9120912	3.182296982	2.012591552	3.921810002	5.672747273	4.424900874	4.858411134	6.389618633
	ENSG00000254957	0.292607584	-1.009342582	0.079000889	0.781239741	0.910225375	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
STX6	ENSG00000135823	0.11728431	7.425617804	0.078994801	0.781274549	0.910225375	7.660769374	7.251459135	6.482239844	7.389223313	7.074064571	6.336482614	7.240263516	8.538786952	6.158776315	7.537773218	7.181403148	6.356580892	5.307988406
Y_RNA	ENSG00000222883	0.354671161	-1.100349963	0.078977803	0.781297444	0.910225375	-1.536725306	0.835693597	-3.689597023	-0.643712854	-1.137405582	-3.689597023	-3.689597023	-1.166021684	-3.689597023	-3.689597023	-0.826446344	-1.09398749	-3.689597023
PA2G4P1	ENSG00000237828	0.255722462	-0.969977207	0.078903222	0.781361495	0.910225375	-1.536725306	-1.215179301	-2.433439279	-1.325661006	-2.489595748	-2.646411346	-1.222405461	-0.895167291	-3.038342632	-1.389918975	-2.328386496	-0.871292019	-3.689597023
ATP5F1AP3	ENSG00000263232	-0.246568215	0.354543726	0.07887957	0.781393379	0.910225375	0.499089207	-0.149321472	0.239533265	0.90484116	0.180539489	0.344373013	-0.482367756	1.007386079	-0.43288868	-3.689597023	0.675856231	0.714882042	-0.047616785
